117	118	62	-915	
113	114	62	-918	
110	110	66	-943	
106	107	69	-951	
102	103	65	-969	
99	99	62	-967	
95	96	62	-935	
91	92	65	-927	
87	88	66	-918	
84	84	63	-966	
80	81	62	-961	
76	77	63	-911	
72	73	66	-937	
69	69	67	-981	
65	66	64	-978	
61	62	62	-936	
58	58	64	-921	
54	54	66	-945	
50	51	65	-977	
46	47	63	-935	
42	43	62	-937	
39	39	65	-946	
35	36	68	-947	
31	32	65	-953	
27	28	63	-955	
24	24	62	-931	
20	21	64	-920	
16	17	66	-919	
12	13	63	-961	
9	9	61	-956	
5	5	63	-900	
1	2	66	-947	
-3	-2	67	-993	
-6	-6	64	-970	
-10	-10	61	-939	
-14	-13	63	-929	
-18	-17	65	-949	
-22	-21	64	-956	
-25	-25	62	-918	
-29	-28	61	-912	
-33	-32	64	-924	
-37	-36	67	-920	
-40	-40	64	-950	
-44	-44	62	-942	
-48	-47	61	-895	
-52	-51	63	-891	
-55	-55	66	-922	
-59	-59	63	-960	
-63	-62	60	-944	
-67	-66	62	-886	
-70	-70	65	-933	
-74	-73	66	-983	
-78	-77	63	-955	
-82	-81	60	-924	
-85	-85	62	-909	
-89	-88	64	-934	
-93	-92	63	-947	
-97	-96	61	-906	
-100	-100	59	-907	
-104	-103	63	-909	
-108	-107	66	-912	
-111	-111	64	-938	
-115	-115	60	-941	
-119	-118	55	-902	
-123	-122	60	-865	
-126	-126	68	-871	
-130	-129	66	-973	
-134	-133	60	-972	
-137	-137	57	-888	
-141	-140	60	-850	
-145	-144	66	-887	
-148	-148	64	-951	
-152	-151	60	-951	
-156	-155	59	-883	
-159	-159	60	-863	
-163	-162	63	-889	
-166	-166	61	-924	
-170	-169	58	-902	
-174	-173	59	-845	
-177	-177	62	-881	
-181	-180	64	-930	
-184	-184	61	-929	
-188	-187	57	-897	
-192	-191	59	-840	
-195	-195	62	-886	
-199	-198	63	-912	
-202	-202	59	-907	
-206	-205	56	-881	
-209	-209	59	-813	
-213	-212	62	-864	
-216	-216	64	-921	
-220	-219	59	-934	
-223	-223	55	-894	
-227	-226	57	-826	
-230	-230	61	-846	
-234	-233	63	-893	
-237	-237	58	-927	
-241	-240	54	-900	
-244	-244	56	-829	
-248	-247	61	-826	
-251	-251	64	-850	
-255	-254	59	-911	
-258	-257	55	-873	
-261	-261	54	-821	
-265	-264	59	-828	
-268	-268	62	-840	
-272	-271	58	-863	
-275	-274	54	-825	
-278	-278	52	-805	
-282	-281	58	-795	
-285	-284	62	-856	
-288	-288	61	-911	
-291	-291	55	-879	
-295	-294	51	-835	
-298	-298	55	-774	
-301	-301	59	-797	
-305	-304	61	-817	
-308	-307	54	-865	
-311	-311	50	-828	
-314	-314	51	-788	
-317	-317	58	-798	
-321	-320	62	-867	
-324	-323	59	-918	
-327	-327	52	-861	
-330	-330	49	-810	
-333	-333	54	-751	
-336	-336	59	-783	
-340	-339	60	-810	
-343	-342	53	-807	
-346	-345	48	-720	
-349	-348	48	-695	
-352	-351	56	-669	
-355	-354	60	-741	
-358	-357	59	-775	
-361	-361	51	-777	
-364	-364	47	-706	
-367	-367	49	-705	
-370	-369	57	-719	
-373	-372	59	-804	
-376	-375	56	-815	
-379	-378	48	-801	
-382	-381	46	-717	
-385	-384	48	-699	
-388	-387	57	-696	
-390	-390	59	-766	
-393	-393	56	-762	
-396	-396	48	-744	
-399	-398	46	-659	
-402	-401	48	-651	
-405	-404	55	-650	
-407	-407	57	-732	
-410	-410	53	-748	
-413	-412	48	-749	
-416	-415	43	-689	
-418	-418	47	-658	
-421	-420	50	-699	
-424	-423	55	-748	
-426	-426	54	-799	
-429	-428	51	-756	
-432	-431	46	-737	
-434	-434	45	-663	
-437	-436	47	-666	
-439	-439	51	-689	
-442	-441	53	-721	
-445	-444	50	-765	
-447	-447	48	-715	
-450	-449	44	-698	
-452	-452	44	-648	
-455	-454	46	-663	
-457	-456	48	-686	
-459	-459	51	-714	
-462	-461	49	-742	
-464	-464	49	-698	
-467	-466	45	-707	
-469	-469	40	-662	
-471	-471	44	-610	
-474	-473	47	-634	
-476	-475	51	-645	
-478	-478	50	-704	
-481	-480	45	-702	
-483	-482	44	-656	
-485	-485	41	-651	
-487	-487	42	-609	
-489	-489	44	-615	
-492	-491	43	-635	
-494	-493	45	-611	
-496	-495	47	-650	
-498	-498	46	-682	
-500	-500	47	-644	
-502	-502	43	-666	
-504	-504	38	-624	
-506	-506	41	-572	
-508	-508	42	-601	
-510	-510	42	-606	
-512	-512	46	-603	
-514	-514	44	-650	
-516	-516	41	-632	
-518	-518	44	-587	
-520	-520	41	-621	
-522	-521	36	-598	
-524	-523	39	-529	
-526	-525	40	-560	
-527	-527	38	-576	
-529	-529	42	-553	
-531	-530	46	-594	
-533	-532	41	-619	
-534	-534	40	-584	
-536	-536	43	-576	
-538	-537	39	-611	
-539	-539	33	-567	
-541	-541	37	-496	
-543	-542	41	-534	
-544	-544	37	-570	
-546	-546	35	-525	
-547	-547	42	-485	
-549	-549	44	-550	
-551	-550	37	-569	
-552	-552	35	-508	
-554	-553	42	-484	
-555	-555	40	-545	
-556	-556	30	-538	
-558	-558	27	-452	
-559	-559	37	-404	
-561	-560	43	-493	
-562	-562	33	-539	
-563	-563	27	-472	
-565	-564	35	-395	
-566	-565	48	-457	
-567	-567	44	-588	
-568	-568	30	-574	
-569	-569	28	-463	
-571	-570	41	-419	
-572	-571	49	-528	
-573	-573	36	-615	
-574	-574	18	-524	
-575	-575	19	-360	
-576	-576	40	-340	
-577	-577	54	-500	
-578	-578	41	-638	
-579	-579	15	-556	
-580	-580	9	-323	
-581	-581	33	-247	
-582	-582	63	-435	
-583	-582	69	-662	
-584	-584	47	-771	
-585	-585	16	-620	
-586	-586	9	-354	
-587	-586	33	-280	
-587	-587	65	-473	
-588	-587	75	-696	
-589	-588	60	-825	
-590	-589	30	-731	
-590	-590	8	-481	
-591	-591	9	-268	
-592	-591	30	-254	
-592	-592	50	-428	
-593	-592	51	-610	
-593	-593	39	-636	
-594	-594	29	-537	
-595	-594	27	-445	
-595	-595	29	-418	
-596	-595	24	-424	
-596	-596	13	-383	
-596	-596	7	-284	
-597	-597	11	-206	
-597	-597	24	-228	
-598	-597	38	-338	
-598	-598	42	-463	
-598	-598	36	-510	
-599	-598	34	-494	
-599	-599	40	-484	
-599	-599	47	-540	
-599	-599	51	-607	
-600	-599	49	-650	
-600	-599	42	-640	
-600	-600	34	-588	
-600	-600	30	-519	
-600	-600	31	-470	
-600	-600	34	-471	
-600	-600	31	-485	
-600	-600	23	-451	
-600	-600	16	-382	
-600	-600	11	-290	
-600	-600	10	-237	
-600	-600	5	-208	
-600	-600	-2	-147	
-600	-600	-9	-64	
-600	-600	-15	21	
-600	-600	-21	113	
-600	-600	-26	199	
-600	-600	-27	272	
-599	-600	-25	311	
-599	-599	-23	319	
-599	-599	-24	324	
-599	-599	-23	345	
-598	-598	-18	351	
-598	-598	-12	321	
-598	-598	-9	279	
-597	-597	-11	252	
-597	-597	-15	259	
-596	-597	-20	301	
-596	-596	-26	341	
-595	-596	-34	412	
-595	-595	-45	492	
-594	-595	-57	619	
-594	-595	-64	745	
-593	-594	-63	831	
-593	-593	-56	861	
